58332	-18.203	-5.5912	1.7221	678.43	-2.4643	0.17446	940.22	4.7596	-11.469	-12.881
64377	-36.49	24.839	1.6505	668.13	-8.1272	0.17218	936.6	4.7068	-17.251	-14.491
66325	-13.518	-9.1584	1.814	683.82	-1.6895	0.17659	944.51	4.8124	-10.406	-12.528
68355	-28.433	17.194	1.6478	676.07	-5.7838	0.17092	937.46	4.7371	-14.548	-13.531
70333	-21.477	6.6068	1.7305	665.05	-3.3439	0.1746	939.35	4.7506	-12.415	-12.882
72341	-26.307	14.232	1.6913	675.4	-4.8626	0.17553	937.21	4.7133	-13.859	-13.376
74333	-23.18	8.9841	1.7329	674.37	-3.6682	0.17241	940.84	4.7741	-12.838	-13.162
76344	-24.745	12.359	1.7077	675.43	-4.0446	0.17332	937.95	4.7322	-13.523	-13.332
78335	-24.122	11.138	1.7436	670.37	-3.9436	0.17305	939.48	4.7489	-13.329	-13.403
80341	-25.5	13.046	1.7093	679.08	-4.2135	0.17465	938.3	4.7254	-13.536	-13.238
82331	-21.063	5.6678	1.7143	674.48	-3.209	0.17226	941	4.7829	-12.399	-13.045
84343	-27.126	15.119	1.6717	677.09	-4.8089	0.17567	935.6	4.6907	-13.893	-13.168
86330	-18.565	-2.9354	1.734	670.79	-2.7013	0.17332	941.07	4.7649	-11.954	-13.012
96339	-24.396	10.999	1.6693	680.61	-4.0756	0.17232	938.79	4.7445	-13.415	-13.164
12348	-27.999	16.149	1.6747	674.05	-5.2679	0.16979	939.66	4.7267	-14.456	-13.285
14343	-28.055	16.328	1.6874	668.56	-5.1921	0.17266	939.63	4.7287	-14.231	-13.288
16327	-16.698	-5.9809	1.7316	674.22	-2.1073	0.17188	944.27	4.8067	-11.095	-12.728
32358	-30.33	19.396	1.6677	670.1	-5.9341	0.16995	938.6	4.7015	-15.255	-13.518
34331	-22.145	6.8697	1.7334	663.85	-3.2778	0.17464	941.86	4.7164	-12.511	-13.099
36341	-24.053	11.059	1.6872	670.03	-4.0298	0.17158	939.02	4.7227	-13.236	-13.019
38342	-25.48	13.174	1.7125	673.53	-4.1972	0.17312	939.68	4.7136	-13.829	-13.524
40338	-27.481	15.155	1.7017	672.75	-4.8034	0.17383	939.42	4.7237	-13.92	-13.459
42324	-19.032	-1.3736	1.7082	675.46	-2.6306	0.17424	941.8	4.7453	-11.685	-12.89
44360	-32.896	21.459	1.6858	677.88	-6.9811	0.17563	933.91	4.6456	-15.736	-13.698
46323	-10.401	-8.8731	1.7784	665.87	-1.4224	0.17561	944.52	4.7915	-10.166	-12.149
48342	-21.893	6.3407	1.6643	680.31	-3.6258	0.17259	937.45	4.7018	-13.126	-13.118
50357	-31.545	20.16	1.6581	672.58	-6.2597	0.1721	936.86	4.7065	-15.34	-13.568
52329	-14.787	-11.773	1.7411	667.54	-1.6664	0.17408	944.66	4.8025	-10.545	-12.808
58354	-31.159	20.001	1.6852	676.23	-6.3085	0.17457	935.85	4.6783	-15.298	-13.799
